CarCompany,URL Image,Model,Price,Country of Origin,Class,Body,Style,Engine,Gearbox,Power (hp),Torque (Nm),Fuel Econ (L/100km),Fuel Econ (km/L),0-100 kph (sec),Top speed (kph)
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a45022e9c254subaru_wrx_sti_2018_1.jpg,Subaru Impreza WRX STI,135000,Japan,Compact Sedan,4-door,sedan,2.5TC I4 4WD,6M,300,407,10.3,9.7,5.3,250
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a45022e9c254subaru_wrx_sti_2018_1.jpg,Subaru Impreza WRX STI,135000,Japan,Compact Sedan,4-door,sedan,2.5TC I4 4WD,6M,300,407,10.3,9.7,5.3,250
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48deb55dc60subaru_legacy_2018_1.jpg,Subaru Legacy,93000,Japan,Midsize Sedan,4-door,sedan,2.5 H4 AWD,CVT,167,229,8.7,11.5,9.2,210
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48deb55dc60subaru_legacy_2018_1.jpg,Subaru Legacy,93000,Japan,Midsize Sedan,4-door,sedan,2.5 H4 AWD,CVT,167,229,8.7,11.5,9.2,210
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48deb55dc60subaru_legacy_2018_1.jpg,Subaru Legacy,93000,Japan,Midsize Sedan,4-door,sedan,2.5 H4 AWD,CVT,167,229,8.7,11.5,9.2,210
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48eb4e2348csubaru_outback_2018_1.jpg,Subaru Outback,90000,Japan,Midsize Crossover Wagon,5-door,wagon,2.5 H4 AWD,CVT,167,229,7.1,14.1,9.6,198
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48eb4e2348csubaru_outback_2018_1.jpg,Subaru Outback,90000,Japan,Midsize Crossover Wagon,5-door,wagon,2.5 H4 AWD,CVT,167,229,7.1,14.1,9.6,198
SUBARU,https://www.drivearabia.com/carprices/media/catalog/5a48eb4e2348csubaru_outback_2018_1.jpg,Subaru Outback,90000,Japan,Midsize Crossover Wagon,5-door,wagon,2.5 H4 AWD,CVT,167,229,7.1,14.1,9.6,198
SUBARU,https://www.drivearabia.com/carprices/media/catalog/50141d8fbf19f3.99851782/subaru-xv-crosstrek-1.jpg,Subaru XV,79000,Japan,Compact Crossover Wagon,4-door,wagon,2.0 I4 4WD,CVT,148,196,6.6,15.2,10.7,187
SUBARU,https://www.drivearabia.com/carprices/media/catalog/50141d8fbf19f3.99851782/subaru-xv-crosstrek-1.jpg,Subaru XV,79000,Japan,Compact Crossover Wagon,4-door,wagon,2.0 I4 4WD,CVT,148,196,6.6,15.2,10.7,187
SUBARU,https://www.drivearabia.com/carprices/media/catalog/50141d8fbf19f3.99851782/subaru-xv-crosstrek-1.jpg,Subaru XV,79000,Japan,Compact Crossover Wagon,4-door,wagon,2.0 I4 4WD,CVT,148,196,6.6,15.2,10.7,187
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5858e040c007a2017_suzuki_baleno_front.jpg,Suzuki Baleno,45000,India,Sub-Compact Hatchback,5-door,hatchback,1.4 I4 FWD,4A,91,130,5.4,18.5,11.6,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5858e040c007a2017_suzuki_baleno_front.jpg,Suzuki Baleno,45000,India,Sub-Compact Hatchback,5-door,hatchback,1.4 I4 FWD,4A,91,130,5.4,18.5,11.6,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5858e040c007a2017_suzuki_baleno_front.jpg,Suzuki Baleno,45000,India,Sub-Compact Hatchback,5-door,hatchback,1.4 I4 FWD,4A,91,130,5.4,18.5,11.6,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52109ecd5d9c57.92228263/Suzuki-Carry-Pickup-front.jpg,Suzuki Carry,47000,Indonesia,Midsize Pick-up,2-door,pickup,1.6 I4 FWD,5M,91,127,8.1,12.3,17.8,140
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52109ecd5d9c57.92228263/Suzuki-Carry-Pickup-front.jpg,Suzuki Carry,47000,Indonesia,Midsize Pick-up,2-door,pickup,1.6 I4 FWD,5M,91,127,8.1,12.3,17.8,140
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52109ecd5d9c57.92228263/Suzuki-Carry-Pickup-front.jpg,Suzuki Carry,47000,Indonesia,Midsize Pick-up,2-door,pickup,1.6 I4 FWD,5M,91,127,8.1,12.3,17.8,140
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5ebbf3ce64664suzuki_ciaz_front_dubai_uae.jpg,Suzuki Ciaz,45500,India,Compact Sedan,4-door,sedan,1.5 I4 FWD,4A,91,130,6,16.7,13.5-14.5,165
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5ebbf3ce64664suzuki_ciaz_front_dubai_uae.jpg,Suzuki Ciaz,45500,India,Compact Sedan,4-door,sedan,1.5 I4 FWD,4A,91,130,6,16.7,13.5-14.5,165
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5ebbf3ce64664suzuki_ciaz_front_dubai_uae.jpg,Suzuki Ciaz,45500,India,Compact Sedan,4-door,sedan,1.5 I4 FWD,4A,91,130,6,16.7,13.5-14.5,165
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5d2c7876723be2019_suzuki_ertiga_front.jpg,Suzuki Ertiga,52000,India,Midsize Minivan,5-door,minivan,1.5 I4 FWD,4A,105,138,5.7,17.5,14,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5d2c7876723be2019_suzuki_ertiga_front.jpg,Suzuki Ertiga,52000,India,Midsize Minivan,5-door,minivan,1.5 I4 FWD,4A,105,138,5.7,17.5,14,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5d2c7876723be2019_suzuki_ertiga_front.jpg,Suzuki Ertiga,52000,India,Midsize Minivan,5-door,minivan,1.5 I4 FWD,4A,105,138,5.7,17.5,14,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/52009efed8ab57.38755773/Suzuki-Grand_Vitara_front.jpg,Suzuki Grand Vitara,77000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,4A,167,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235149/suzukigrandvitara1.jpg,Suzuki Grand Vitara,66000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,5M/4A,166,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235149/suzukigrandvitara1.jpg,Suzuki Grand Vitara,66000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,5M/4A,166,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235149/suzukigrandvitara1.jpg,Suzuki Grand Vitara,66000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,5M/4A,166,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235149/suzukigrandvitara1.jpg,Suzuki Grand Vitara,66000,Japan,Compact SUV,3-door,wagon,2.4 I4 4WD,5M/4A,166,225,8.9-9.9,11.2,11.2-12.0,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235756/suzukigrandvitara1.jpg,Suzuki Grand Vitara,60000,Japan,Compact SUV,3-door,wagon,1.6 I4 4WD,5M/4A,98,145,7.2,13.9,14.4-15.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235756/suzukigrandvitara1.jpg,Suzuki Grand Vitara,60000,Japan,Compact SUV,3-door,wagon,1.6 I4 4WD,5M/4A,98,145,7.2,13.9,14.4-15.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/0820235756/suzukigrandvitara1.jpg,Suzuki Grand Vitara,60000,Japan,Compact SUV,3-door,wagon,1.6 I4 4WD,5M/4A,98,145,7.2,13.9,14.4-15.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a4c2262e28112018_suzuki_ignis_front.jpg,Suzuki Ignis Crossover,47000,India,Sub-Compact SUV,5-door,hatchback,1.2 I4 4WD,5A,82,133,4.8,20.8,13.5,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a4c2262e28112018_suzuki_ignis_front.jpg,Suzuki Ignis Crossover,47000,India,Sub-Compact SUV,5-door,hatchback,1.2 I4 4WD,5A,82,133,4.8,20.8,13.5,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a4c2262e28112018_suzuki_ignis_front.jpg,Suzuki Ignis Crossover,56000,India,Sub-Compact SUV,5-door,hatchback,1.2 I4 4WD,5A,82,133,4.8,20.8,13.5,170
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5b28d069e8aba2019_suzuki_jimny_front.jpg,Suzuki Jimny,83000,Japan,Sub-Compact SUV,3-door,wagon,1.5 I4 4WD,5M/4A,102,130,6.8-7.5,14.7,15.0-15.5,145
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5b28d069e8aba2019_suzuki_jimny_front.jpg,Suzuki Jimny,83000,Japan,Sub-Compact SUV,3-door,wagon,1.5 I4 4WD,5M/4A,102,130,6.8-7.5,14.7,15.0-15.5,145
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5b28d069e8aba2019_suzuki_jimny_front.jpg,Suzuki Jimny,83000,Japan,Sub-Compact SUV,3-door,wagon,1.5 I4 4WD,5M/4A,102,130,6.8-7.5,14.7,15.0-15.5,145
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/591ae521b6ec4Suzuki_Swift_2018_1600_01.jpg,Suzuki Swift,49900,India,Sub-Compact Hatchback,5-door,hatchback,1.2 I4 FWD,CVT,82,113,5.4,18.5,12.6,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/591ae521b6ec4Suzuki_Swift_2018_1600_01.jpg,Suzuki Swift,49900,India,Sub-Compact Hatchback,5-door,hatchback,1.2 I4 FWD,CVT,82,113,5.4,18.5,12.6,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/591ae521b6ec4Suzuki_Swift_2018_1600_01.jpg,Suzuki Swift,49900,India,Sub-Compact Hatchback,5-door,hatchback,1.2 I4 FWD,CVT,83,113,5.6,17.9,12.6,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a5b77520848fsuzuki_swift_dzire_2018_1.jpg,Suzuki Swift Dzire,39900,India,Sub-Compact Sedan,5-door,sedan,1.2 I4 FWD,5AM,82,113,6,16.7,12.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a5b77520848fsuzuki_swift_dzire_2018_1.jpg,Suzuki Swift Dzire,39900,India,Sub-Compact Sedan,5-door,sedan,1.2 I4 FWD,5AM,82,113,6,16.7,12.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/5a5b77520848fsuzuki_swift_dzire_2018_1.jpg,Suzuki Swift Dzire,39900,India,Sub-Compact Sedan,5-door,sedan,1.2 I4 FWD,5AM,82,113,6,16.7,12.5,160
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/54590f6212db4Suzuki_Vitara_2015_front.jpg,Suzuki Vitara,64000,Hungary,Sub-Compact SUV,5-door,wagon,1.6 I4 FWD,5M/6A,115,156,5.8,17.2,11.5,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/54590f6212db4Suzuki_Vitara_2015_front.jpg,Suzuki Vitara,64000,Hungary,Sub-Compact SUV,5-door,wagon,1.6 I4 FWD,5M/6A,115,156,5.8,17.2,11.5,180
SUZUKI,https://www.drivearabia.com/carprices/media/catalog/54590f6212db4Suzuki_Vitara_2015_front.jpg,Suzuki Vitara,62000,Hungary,Sub-Compact SUV,5-door,wagon,1.6 I4 FWD,5M/6A,115,156,5.8,17.2,11.5,180
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,55000,India,Midsize Pickup,2-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,50000,India,Midsize Pickup,2-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
TATA,https://www.drivearabia.com/carprices/media/catalog/5a4c292e66faatata_xenon_dc_front.jpg,Tata Xenon,50000,India,Midsize Pickup,2-door,pickup,2.2D I4 RWD/4WD,5M,140,320,8.0-8.5,12.5,17.0-18.0,160
TESLA,https://www.drivearabia.com/carprices/media/catalog/5df279ced72c8tesla_cybertruck_5.jpg,Tesla Cybertruck,50000,United States,Large Pickup,4-door,pickup,Single Motor 4WD,1A,140,320,-,-,6.6,175
TESLA,https://www.drivearabia.com/carprices/media/catalog/5ea6e8d1ee9c7Tesla_Model_3_front.jpg,Tesla Model 3,50000,United States,Premium Compact Sedan,4-door,sedan,54 kWh RWD,1A,283,450,-,-,5.6,225
TESLA,https://www.drivearabia.com/carprices/media/catalog/5ea6e8d1ee9c7Tesla_Model_3_front.jpg,Tesla Model 3,50000,United States,Premium Compact Sedan,4-door,sedan,54 kWh RWD,1A,283,450,-,-,5.6,225
TESLA,https://www.drivearabia.com/carprices/media/catalog/58b0df7e2d023Tesla_Model_S_2017_front.jpg,Tesla Model S,50000,United States,Luxury Midsize Liftback,5-door,liftback,75 kWh 4WD,1A,382,441,-,-,5.8,225
TESLA,https://www.drivearabia.com/carprices/media/catalog/58b0df7e2d023Tesla_Model_S_2017_front.jpg,Tesla Model S,50000,United States,Luxury Midsize Liftback,5-door,liftback,75 kWh 4WD,1A,382,441,-,-,5.8,225
TESLA,https://www.drivearabia.com/carprices/media/catalog/58b0df7e2d023Tesla_Model_S_2017_front.jpg,Tesla Model S,50000,United States,Luxury Midsize Liftback,5-door,liftback,75 kWh 4WD,1A,382,441,-,-,5.8,225
TESLA,https://www.drivearabia.com/carprices/media/catalog/58efa8b198def2016_tesla_model_s_19_of_43.jpg,Tesla Model X,50000,United States,Luxury Midsize Crossover SUV,5-door,wagon,75 kWh 4WD,1A,328,525,-,-,6.2,210
TESLA,https://www.drivearabia.com/carprices/media/catalog/58efa8b198def2016_tesla_model_s_19_of_43.jpg,Tesla Model X,50000,United States,Luxury Midsize Crossover SUV,5-door,wagon,75 kWh 4WD,1A,328,525,-,-,6.2,210
TESLA,https://www.drivearabia.com/carprices/media/catalog/58efa8b198def2016_tesla_model_s_19_of_43.jpg,Tesla Model X,50000,United States,Luxury Midsize Crossover SUV,5-door,wagon,75 kWh 4WD,1A,328,525,-,-,6.2,210
TESLA,https://www.drivearabia.com/carprices/media/catalog/5f798c4e00d8fTesla_Model_Y_2021_front.jpg,Tesla Model Y,50000,United States,Premium Compact SUV,5-door,wagon,75 kWh 4WD,1A,384,510,-,-,4.9,217
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5bbcbd90bcc24Toyota_Avalon_2019.jpg,Toyota Avalon,145000,United States,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,298,346,7.6,13.2,6,210
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5bbcbd90bcc24Toyota_Avalon_2019.jpg,Toyota Avalon,145000,United States,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,298,346,7.6,13.2,6,210
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5bbcbd90bcc24Toyota_Avalon_2019.jpg,Toyota Avalon,145000,United States,Premium Large Sedan,4-door,sedan,3.5 V6 FWD,8A,298,346,7.6,13.2,6,210
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aad20d58faToyota_Avanza_facelift_2016_front.jpg,Toyota Avanza,49000,Indonesia,Midsize Minivan,5-door,minivan,1.5 I4 RWD,5M/4A,102,136,7.6,13.2,11.9-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aad20d58faToyota_Avanza_facelift_2016_front.jpg,Toyota Avanza,49000,Indonesia,Midsize Minivan,5-door,minivan,1.5 I4 RWD,5M/4A,102,136,7.6,13.2,11.9-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aad20d58faToyota_Avanza_facelift_2016_front.jpg,Toyota Avanza,49000,Indonesia,Midsize Minivan,5-door,minivan,1.5 I4 RWD,5M/4A,102,136,7.6,13.2,11.9-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ec263bb065d2toyota_chr_front_uae_ksa.jpg,Toyota C-HR,86900,Japan,Sub-Compact SUV,5-door,wagon,1.8H I4 FWD,CVT,121,163,4.2,23.8,11,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ec263bb065d2toyota_chr_front_uae_ksa.jpg,Toyota C-HR,86900,Japan,Sub-Compact SUV,5-door,wagon,1.8H I4 FWD,CVT,121,163,4.2,23.8,11,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/593d2508d8c12Toyota_Camry_2018_front.jpg,Toyota Camry,85050,Japan,Midsize Sedan,4-door,sedan,2.5 I4 FWD,6A,178,235,7.5,13.3,9.3,195
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/593d2508d8c12Toyota_Camry_2018_front.jpg,Toyota Camry,85050,Japan,Midsize Sedan,4-door,sedan,2.5 I4 FWD,6A,178,235,7.5,13.3,9.3,195
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/593d2508d8c12Toyota_Camry_2018_front.jpg,Toyota Camry,85050,Japan,Midsize Sedan,4-door,sedan,2.5 I4 FWD,6A,178,235,7.5,13.3,9.3,195
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5d0b8000581442020_Toyota_Corolla_front.jpg,Toyota Corolla,68775,Taiwan,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,121,154,5.9,16.9,11,190
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5d0b8000581442020_Toyota_Corolla_front.jpg,Toyota Corolla,68775,Taiwan,Compact Sedan,4-door,sedan,1.6 I4 FWD,CVT,121,154,5.9,16.9,11,190
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5961991a51e352018_toyota_corolla_front.jpg,Toyota Corolla,61000,Taiwan,Compact Sedan,4-door,sedan,1.6 I4 FWD,6M,121,154,5.9,16.9,12,190
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5df72f74596d1FJ_Yellow.jpg,Toyota FJ Cruiser,175500,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,5A,270,381,12.4,8.1,8,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5df72f74596d1FJ_Yellow.jpg,Toyota FJ Cruiser,139545,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,5A,270,381,12.4,8.1,8,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b86a7b07ab73.31863057/toyota-fj-cruiser-2013-1.jpg,Toyota FJ Cruiser,126760,Japan,Midsize SUV,3-door,wagon,4.0 V6 4WD,6M/5A,270,381,12.4,8.1,8,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ed8dd862e5962021_toyota_fortuner_front.jpg,Toyota Fortuner,117875,Thailand,Midsize SUV,5-door,wagon,2.7 I4 RWD,6A,164,241,12.1,8.3,12.3,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/589b37d4ed1dcFortuner_front.jpg,Toyota Fortuner,104685,Thailand,Midsize SUV,5-door,wagon,2.7 I4 4WD,6M/6A,158,241,11.9-12.4,8.4,11.3-12.2,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/589b37d4ed1dcFortuner_front.jpg,Toyota Fortuner,104685,Thailand,Midsize SUV,5-door,wagon,2.7 I4 4WD,6M/6A,158,241,11.9-12.4,8.4,11.3-12.2,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5d9f55453a80egranvia_front.jpg,Toyota Granvia,184640,Japan,Commercial Large Van,5-door,minivan,3.7 V6 RWD,6A,277,351,12,8.3,9,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5d9f55453a80egranvia_front.jpg,Toyota Granvia,184640,Japan,Commercial Large Van,5-door,minivan,3.7 V6 RWD,6A,277,351,12,8.3,9,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5c807731401ee2020_Toyota_Hiace__9_.jpg,Toyota Hiace,97335,Japan,Commercial Midsize Van,4-door,van,2.8TD I4 RWD,6M,174,420,8.5,11.8,14,160
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5c807731401ee2020_Toyota_Hiace__9_.jpg,Toyota Hiace,97335,Japan,Commercial Midsize Van,4-door,van,2.8TD I4 RWD,6M,174,420,8.5,11.8,14,160
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5c807731401ee2020_Toyota_Hiace__9_.jpg,Toyota Hiace,97335,Japan,Commercial Midsize Van,4-door,van,2.8TD I4 RWD,6M,174,420,8.5,11.8,14,160
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5f1596c60cca02020_Toyota_Highlander_1.jpg,Toyota Highlander,132300,United States,Midsize SUV,5-door,wagon,2.5H I4 FWD,CVT,240,237,5.6,17.9,8.4,200
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5f1596c60cca02020_Toyota_Highlander_1.jpg,Toyota Highlander,132300,United States,Midsize SUV,5-door,wagon,2.5H I4 FWD,CVT,240,237,5.6,17.9,8.4,200
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/5ed8de90bc90d2021_toyota_hilux_front.jpg,Toyota Hilux,77700,Thailand,Midsize Pickup,2-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d4d5294b89a2016_Toyota_Hilux_1.jpg,Toyota Hilux,72870,Thailand,Midsize Pickup,2-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d4d5294b89a2016_Toyota_Hilux_1.jpg,Toyota Hilux,72870,Thailand,Midsize Pickup,2-door,pickup,2.7 I4 RWD/4WD,5M/6A,134,241,9.6,10.4,15,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aa5c1e6fbb2016_Toyota_Innovava_front.jpg,Toyota Innova,91980,Indonesia,Midsize Minivan,5-door,minivan,2.7 I4 RWD,5M/4A,158,241,10.0-10.5,10,10.5-11.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aa5c1e6fbb2016_Toyota_Innovava_front.jpg,Toyota Innova,91980,Indonesia,Midsize Minivan,5-door,minivan,2.7 I4 RWD,5M/4A,158,241,10.0-10.5,10,10.5-11.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/567aa5c1e6fbb2016_Toyota_Innovava_front.jpg,Toyota Innova,91980,Indonesia,Midsize Minivan,5-door,minivan,2.7 I4 RWD,5M/4A,158,241,10.0-10.5,10,10.5-11.5,170
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d2f0bc91c952016_Toyota_Land_Cruiser_1.jpg,Toyota Land Cruiser,188100,Japan,Premium Large SUV,5-door,wagon,4.0 V6 4WD,5M/5A,271,385,12.9-13.4,7.8,10.0-11.0,200
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d2f0bc91c952016_Toyota_Land_Cruiser_1.jpg,Toyota Land Cruiser,207345,Japan,Premium Large SUV,5-door,wagon,4.0 V6 4WD,5M/5A,271,385,12.9-13.4,7.8,10.0-11.0,200
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/55d2f0bc91c952016_Toyota_Land_Cruiser_1.jpg,Toyota Land Cruiser,188100,Japan,Premium Large SUV,5-door,wagon,4.0 V6 4WD,5M/5A,271,385,12.9-13.4,7.8,10.0-11.0,200
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,5-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,5-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/50b288e21dec57.28991357/Toyota-Land-Cruiser-70-front.jpg,Toyota Land Cruiser 70,117400,Japan,Midsize SUV,5-door,wagon,4.0 V6 4WD,5M,228,360,13,7.7,11.5-14.0,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/4fb672e01823f7.08506230/toyotalandcruiserpickup-2012-1.jpg,Toyota Land Cruiser Pickup,115080,Japan,Large Pickup,2-door,pickup,4.0 V6 4WD,5M,228,360,13,7.7,11.5,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/4fb672e01823f7.08506230/toyotalandcruiserpickup-2012-1.jpg,Toyota Land Cruiser Pickup,115080,Japan,Large Pickup,2-door,pickup,4.0 V6 4WD,5M,228,360,13,7.7,11.5,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/4fb672e01823f7.08506230/toyotalandcruiserpickup-2012-1.jpg,Toyota Land Cruiser Pickup,115080,Japan,Large Pickup,2-door,pickup,4.0 V6 4WD,5M,228,360,13,7.7,11.5,180
TOYOTA,https://www.drivearabia.com/carprices/media/catalog/59e33795c1b6cToyota_Prado_front.jpg,Toyota Land Cruiser Prado,134190,Japan,Premium Midsize SUV,5-door,wagon,2.7 I4 4WD,5M/6A,161,246,11.9-12.4,8.4,12.5-13.5,170
